"","V1","V2","V3","V4"
"929",NA,12000,22000,17000
"930",NA,15000,34975,12000
"931",NA,31100,15000,11475
"932",NA,15000,30750,35000
"933",NA,21000,9025,20425
"934",NA,19350,20000,20000
"935",NA,23850,7000,12000
"936",NA,6000,16000,10000
"937",NA,5250,17000,35000
"938",NA,15000,16500,16000
"939",NA,15000,31000,12000
"940",NA,21000,24000,23800
"941",NA,10925,15250,12000
"942",NA,7450,9800,7200
"943",NA,25000,5000,28025
"944",NA,30000,8500,12000
"945",NA,6000,13200,15200
"946",NA,13000,26000,23000
"947",NA,2000,9000,18000
"948",NA,24250,4800,12000
"949",NA,15000,6000,15000
"950",NA,19250,20000,25000
"951",NA,15250,13300,17000
"952",NA,12000,18000,9700
"953",NA,14000,10000,10000
"954",NA,6625,20000,25000
"955",NA,12000,10000,4000
"956",NA,13000,15275,13825
"957",NA,5000,28000,15125
"958",NA,3500,4000,30000
"959",NA,9000,12000,11000
"960",NA,15000,10000,12000
"961",NA,10000,15000,10000
"962",NA,10000,4800,15000
"963",NA,17850,21000,12475
"964",NA,13000,14500,5875
"965",NA,10000,11625,9000
"966",NA,12000,20000,10000
"967",NA,17900,18000,12000
"968",NA,24250,14000,10000
"969",NA,10000,9000,7000
"970",NA,17000,7000,25000
"971",NA,15000,12000,12000
"972",NA,20000,25000,20375
"973",NA,12000,16000,24000
"974",NA,15000,5000,5500
"975",NA,20000,35000,8800
"976",NA,5000,16450,25000
"977",NA,5000,10000,28000
"978",NA,18000,12550,13750
"979",NA,19600,11500,18000
"980",NA,12000,12500,8000
"981",NA,16800,13000,21000
"982",NA,32350,18000,9300
"983",NA,4150,1950,23000
"984",NA,24000,23000,27600
"985",NA,6000,24000,15000
"986",NA,10000,10000,9000
"987",NA,8000,12950,4000
"988",NA,25000,21000,29900
"989",NA,5500,14025,35000
"990",NA,16000,3000,6000
"991",NA,16000,20000,14300
"992",NA,28000,30000,16000
"993",NA,15000,7750,30000
"994",NA,14000,15000,5200
"995",NA,20000,30000,28000
"996",NA,14000,25000,16000
"997",NA,8000,5500,15000
"998",NA,14000,22125,20675
"999",NA,20000,10500,30000
"1000",NA,20000,18500,15000
"1001",NA,NA,15000,15000
"1002",NA,NA,12000,16000
"1003",NA,NA,25000,24000
"1004",NA,NA,22400,25000
"1005",NA,NA,6000,2275
"1006",NA,NA,1000,13000
"1007",NA,NA,7300,35000
"1008",NA,NA,8000,16800
"1009",NA,NA,13225,13000
"1010",NA,NA,18000,1500
"1011",NA,NA,5000,16000
"1012",NA,NA,28000,14000
"1013",NA,NA,3500,8000
"1014",NA,NA,14150,29450
"1015",NA,NA,9600,16000
"1016",NA,NA,13600,12000
"1017",NA,NA,6500,23500
"1018",NA,NA,15000,12500
"1019",NA,NA,12000,15000
"1020",NA,NA,5000,20000
"1021",NA,NA,16000,3000
"1022",NA,NA,8000,7500
"1023",NA,NA,20000,20000
"1024",NA,NA,2250,22825
"1025",NA,NA,1800,23700
"1026",NA,NA,9750,15900
"1027",NA,NA,18000,19300
"1028",NA,NA,13400,5000
"1029",NA,NA,14400,10000
"1030",NA,NA,11500,17925
"1031",NA,NA,11200,11350
"1032",NA,NA,15000,8400
"1033",NA,NA,24800,25000
"1034",NA,NA,21000,25000
"1035",NA,NA,5600,24000
"1036",NA,NA,3000,8000
"1037",NA,NA,26500,10000
"1038",NA,NA,20000,12500
"1039",NA,NA,16925,20000
"1040",NA,NA,3500,7500
"1041",NA,NA,18200,20000
"1042",NA,NA,16000,7200
"1043",NA,NA,30000,35000
"1044",NA,NA,9600,35000
"1045",NA,NA,29700,12350
"1046",NA,NA,7200,24000
"1047",NA,NA,13000,12175
"1048",NA,NA,2400,2000
"1049",NA,NA,14375,12150
"1050",NA,NA,6000,18000
"1051",NA,NA,5000,5000
"1052",NA,NA,1600,9000
"1053",NA,NA,6000,16000
"1054",NA,NA,10000,24000
"1055",NA,NA,6075,20000
"1056",NA,NA,10000,25000
"1057",NA,NA,35000,22675
"1058",NA,NA,6000,6750
"1059",NA,NA,35000,8675
"1060",NA,NA,17000,12000
"1061",NA,NA,12000,11400
"1062",NA,NA,9600,10000
"1063",NA,NA,20000,25000
"1064",NA,NA,11000,23325
"1065",NA,NA,15000,18000
"1066",NA,NA,17600,32000
"1067",NA,NA,20000,8000
"1068",NA,NA,16000,10000
"1069",NA,NA,12000,11000
"1070",NA,NA,9000,35000
"1071",NA,NA,26000,10000
"1072",NA,NA,10000,24000
"1073",NA,NA,18000,14400
"1074",NA,NA,10000,20000
"1075",NA,NA,10000,10000
"1076",NA,NA,18000,35000
"1077",NA,NA,18000,10000
"1078",NA,NA,31200,10000
"1079",NA,NA,20000,27000
"1080",NA,NA,10000,13000
"1081",NA,NA,11000,3000
"1082",NA,NA,12600,21275
"1083",NA,NA,4000,23950
"1084",NA,NA,35000,21000
"1085",NA,NA,6000,16000
"1086",NA,NA,21175,25000
"1087",NA,NA,24000,7800
"1088",NA,NA,5000,9700
"1089",NA,NA,7200,21000
"1090",NA,NA,6725,15000
"1091",NA,NA,30000,15000
"1092",NA,NA,1650,7000
"1093",NA,NA,23000,16000
"1094",NA,NA,3900,11000
"1095",NA,NA,14000,10000
"1096",NA,NA,20000,10000
"1097",NA,NA,10000,19000
"1098",NA,NA,10000,18000
"1099",NA,NA,9050,18000
"1100",NA,NA,8000,17500
"1101",NA,NA,26400,15000
"1102",NA,NA,13250,15000
"1103",NA,NA,30000,11600
"1104",NA,NA,24000,10000
"1105",NA,NA,35000,27500
"1106",NA,NA,6000,6000
"1107",NA,NA,11750,6000
"1108",NA,NA,10000,15000
"1109",NA,NA,10625,6000
"1110",NA,NA,2100,8000
"1111",NA,NA,12000,10000
"1112",NA,NA,21000,25000
"1113",NA,NA,12000,21975
"1114",NA,NA,12000,4800
"1115",NA,NA,5000,2000
"1116",NA,NA,25000,31500
"1117",NA,NA,19750,18500
"1118",NA,NA,7000,12000
"1119",NA,NA,11375,28000
"1120",NA,NA,5000,4200
"1121",NA,NA,24000,8525
"1122",NA,NA,15000,10000
"1123",NA,NA,12000,5000
"1124",NA,NA,35000,20000
"1125",NA,NA,10500,10000
"1126",NA,NA,8000,6000
"1127",NA,NA,16800,29000
"1128",NA,NA,2500,8800
"1129",NA,NA,19200,12000
"1130",NA,NA,12000,15000
"1131",NA,NA,25000,21675
"1132",NA,NA,2600,10000
"1133",NA,NA,20000,10000
"1134",NA,NA,24000,6500
"1135",NA,NA,12000,9000
"1136",NA,NA,15000,1600
"1137",NA,NA,30800,9600
"1138",NA,NA,16800,9100
"1139",NA,NA,14000,3500
"1140",NA,NA,15450,7600
"1141",NA,NA,24000,17225
"1142",NA,NA,6000,20000
"1143",NA,NA,35000,8000
"1144",NA,NA,20000,3200
"1145",NA,NA,16500,22000
"1146",NA,NA,20000,5000
"1147",NA,NA,9500,8000
"1148",NA,NA,7000,3000
"1149",NA,NA,24000,13200
"1150",NA,NA,9600,10900
"1151",NA,NA,5800,8000
"1152",NA,NA,6000,22150
"1153",NA,NA,8000,28925
"1154",NA,NA,9000,10500
"1155",NA,NA,8400,8000
"1156",NA,NA,10000,4500
"1157",NA,NA,6000,3200
"1158",NA,NA,20000,7200
"1159",NA,NA,24000,1800
"1160",NA,NA,16000,7200
"1161",NA,NA,18975,20000
"1162",NA,NA,7500,14000
"1163",NA,NA,11850,12225
"1164",NA,NA,8400,12000
"1165",NA,NA,25000,16000
"1166",NA,NA,20000,2800
"1167",NA,NA,10800,4250
"1168",NA,NA,8500,11375
"1169",NA,NA,15000,35000
"1170",NA,NA,9325,4000
"1171",NA,NA,15000,16000
"1172",NA,NA,4000,18000
"1173",NA,NA,8000,15000
"1174",NA,NA,35000,29850
"1175",NA,NA,10000,15000
"1176",NA,NA,25000,6000
"1177",NA,NA,10400,18000
"1178",NA,NA,16000,20350
"1179",NA,NA,24000,25475
"1180",NA,NA,9000,9600
"1181",NA,NA,13100,16375
"1182",NA,NA,19500,8400
"1183",NA,NA,1000,8875
"1184",NA,NA,3000,25000
"1185",NA,NA,30000,1400
"1186",NA,NA,15000,11850
"1187",NA,NA,12000,6000
"1188",NA,NA,8500,6000
"1189",NA,NA,35000,20000
"1190",NA,NA,24025,10000
"1191",NA,NA,26000,19100
"1192",NA,NA,10000,10000
"1193",NA,NA,23750,7000
"1194",NA,NA,7300,26250
"1195",NA,NA,30000,17050
"1196",NA,NA,18000,11575
"1197",NA,NA,10000,6000
"1198",NA,NA,25000,8000
"1199",NA,NA,20500,16000
"1200",NA,NA,12000,20000
"1201",NA,NA,18000,8000
"1202",NA,NA,18900,23975
"1203",NA,NA,12000,12000
"1204",NA,NA,12000,9450
"1205",NA,NA,15000,12000
"1206",NA,NA,3000,10000
"1207",NA,NA,2500,14000
"1208",NA,NA,4200,12600
"1209",NA,NA,10000,21000
"1210",NA,NA,10700,20000
"1211",NA,NA,9175,17000
"1212",NA,NA,15000,20000
"1213",NA,NA,15000,6000
"1214",NA,NA,12000,30750
"1215",NA,NA,5500,20000
"1216",NA,NA,8400,16800
"1217",NA,NA,18000,14000
"1218",NA,NA,10400,27500
"1219",NA,NA,17000,12000
"1220",NA,NA,15000,6675
"1221",NA,NA,3500,2000
"1222",NA,NA,6000,15000
"1223",NA,NA,6900,20000
"1224",NA,NA,32350,10000
"1225",NA,NA,16000,27575
"1226",NA,NA,6400,10775
"1227",NA,NA,24000,17500
"1228",NA,NA,14000,9700
"1229",NA,NA,15000,23750
"1230",NA,NA,8400,10000
"1231",NA,NA,12175,10000
"1232",NA,NA,19200,12000
"1233",NA,NA,12000,20000
"1234",NA,NA,3825,18000
"1235",NA,NA,9000,8000
"1236",NA,NA,23650,13600
"1237",NA,NA,20000,9500
"1238",NA,NA,6100,18000
"1239",NA,NA,15000,12000
"1240",NA,NA,4000,8400
"1241",NA,NA,2400,8800
"1242",NA,NA,3000,22000
"1243",NA,NA,7200,30000
"1244",NA,NA,5000,23725
"1245",NA,NA,14400,5000
"1246",NA,NA,5000,35000
"1247",NA,NA,15275,6675
"1248",NA,NA,33425,17200
"1249",NA,NA,5000,18000
"1250",NA,NA,12000,12800
"1251",NA,NA,6450,19725
"1252",NA,NA,10000,6025
"1253",NA,NA,20000,16800
"1254",NA,NA,4500,1500
"1255",NA,NA,12000,12000
"1256",NA,NA,20000,8500
"1257",NA,NA,12000,12500
"1258",NA,NA,28000,20675
"1259",NA,NA,8975,5050
"1260",NA,NA,5600,3000
"1261",NA,NA,30000,7000
"1262",NA,NA,15000,23325
"1263",NA,NA,7200,15000
"1264",NA,NA,10000,21200
"1265",NA,NA,7000,15000
"1266",NA,NA,35000,25050
"1267",NA,NA,8000,31200
"1268",NA,NA,7500,9850
"1269",NA,NA,15600,9200
"1270",NA,NA,15000,20000
"1271",NA,NA,9350,6000
"1272",NA,NA,5000,10000
"1273",NA,NA,14000,12000
"1274",NA,NA,3500,15000
"1275",NA,NA,16750,10000
"1276",NA,NA,6000,18000
"1277",NA,NA,8675,9000
"1278",NA,NA,35000,18000
"1279",NA,NA,16000,14000
"1280",NA,NA,7000,30000
"1281",NA,NA,2225,12000
"1282",NA,NA,8000,7000
"1283",NA,NA,15000,28000
"1284",NA,NA,7200,20850
"1285",NA,NA,10500,2000
"1286",NA,NA,28800,18000
"1287",NA,NA,13500,15125
"1288",NA,NA,13375,12000
"1289",NA,NA,35000,9500
"1290",NA,NA,6000,17000
"1291",NA,NA,12000,30000
"1292",NA,NA,6200,30000
"1293",NA,NA,15000,8000
"1294",NA,NA,9000,1200
"1295",NA,NA,12000,6625
"1296",NA,NA,21000,19750
"1297",NA,NA,28000,20000
"1298",NA,NA,15000,11150
"1299",NA,NA,14400,5000
"1300",NA,NA,20000,10000
"1301",NA,NA,28000,13500
"1302",NA,NA,19000,16000
"1303",NA,NA,10500,30000
"1304",NA,NA,21000,35000
"1305",NA,NA,18000,23000
"1306",NA,NA,35000,18000
"1307",NA,NA,14400,20000
"1308",NA,NA,17625,16000
"1309",NA,NA,20000,35000
"1310",NA,NA,20000,25000
"1311",NA,NA,35000,2000
"1312",NA,NA,9100,6000
"1313",NA,NA,10000,23400
"1314",NA,NA,15000,22800
"1315",NA,NA,8000,14400
"1316",NA,NA,5000,8000
"1317",NA,NA,10000,18000
"1318",NA,NA,8000,16000
"1319",NA,NA,11400,15000
"1320",NA,NA,16000,10500
"1321",NA,NA,17000,35000
"1322",NA,NA,16550,15000
"1323",NA,NA,12000,21000
"1324",NA,NA,24000,12000
"1325",NA,NA,19075,20000
"1326",NA,NA,35000,10000
"1327",NA,NA,16000,35000
"1328",NA,NA,20000,8400
"1329",NA,NA,20000,6625
"1330",NA,NA,10000,13000
"1331",NA,NA,1000,10000
"1332",NA,NA,22500,16000
"1333",NA,NA,17850,8000
"1334",NA,NA,15000,7000
"1335",NA,NA,24000,11200
"1336",NA,NA,6225,10000
"1337",NA,NA,12400,9000
"1338",NA,NA,25000,8000
"1339",NA,NA,35000,10400
"1340",NA,NA,20800,20000
"1341",NA,NA,15000,32000
"1342",NA,NA,20000,13025
"1343",NA,NA,16000,14000
"1344",NA,NA,8475,10075
"1345",NA,NA,15350,2000
"1346",NA,NA,9600,30000
"1347",NA,NA,8400,6400
"1348",NA,NA,20000,7200
"1349",NA,NA,15000,9000
"1350",NA,NA,3525,9000
"1351",NA,NA,18000,13675
"1352",NA,NA,28000,5000
"1353",NA,NA,27375,3000
"1354",NA,NA,28000,23000
"1355",NA,NA,12000,20500
"1356",NA,NA,2250,21150
"1357",NA,NA,20000,6000
"1358",NA,NA,11075,5000
"1359",NA,NA,32200,6000
"1360",NA,NA,2800,28000
"1361",NA,NA,8900,9600
"1362",NA,NA,16000,8000
"1363",NA,NA,12000,3700
"1364",NA,NA,12000,3000
"1365",NA,NA,12500,11200
"1366",NA,NA,10800,8400
"1367",NA,NA,29975,8000
"1368",NA,NA,3600,19200
"1369",NA,NA,20000,6000
"1370",NA,NA,21600,18300
"1371",NA,NA,10000,5000
"1372",NA,NA,18050,12000
"1373",NA,NA,4900,13000
"1374",NA,NA,12000,15000
"1375",NA,NA,35000,8450
"1376",NA,NA,15000,6000
"1377",NA,NA,8400,11550
"1378",NA,NA,18000,15000
"1379",NA,NA,12000,8500
"1380",NA,NA,16800,9000
"1381",NA,NA,25000,8000
"1382",NA,NA,35000,19600
"1383",NA,NA,10400,9850
"1384",NA,NA,28000,10000
"1385",NA,NA,32000,10000
"1386",NA,NA,3800,16900
"1387",NA,NA,10075,14450
"1388",NA,NA,3500,24250
"1389",NA,NA,15000,6000
"1390",NA,NA,15000,21600
"1391",NA,NA,18000,24000
"1392",NA,NA,12600,5000
"1393",NA,NA,10075,12000
"1394",NA,NA,8000,15000
"1395",NA,NA,7000,16000
"1396",NA,NA,10000,8000
"1397",NA,NA,25000,24000
"1398",NA,NA,18000,26325
"1399",NA,NA,10000,20000
"1400",NA,NA,26000,4800
"1401",NA,NA,24000,30000
"1402",NA,NA,29500,35000
"1403",NA,NA,25000,20000
"1404",NA,NA,26775,12000
"1405",NA,NA,6000,9000
"1406",NA,NA,18000,21000
"1407",NA,NA,21000,28000
"1408",NA,NA,22000,26500
"1409",NA,NA,8000,32500
"1410",NA,NA,12000,23850
"1411",NA,NA,11700,10000
"1412",NA,NA,2500,4000
"1413",NA,NA,14000,24000
"1414",NA,NA,18000,10000
"1415",NA,NA,16000,12000
"1416",NA,NA,22000,2000
"1417",NA,NA,1625,8400
"1418",NA,NA,17000,28975
"1419",NA,NA,10800,8000
"1420",NA,NA,10100,16000
"1421",NA,NA,15000,18000
"1422",NA,NA,26325,15000
"1423",NA,NA,8000,10000
"1424",NA,NA,8000,10000
"1425",NA,NA,17975,5000
"1426",NA,NA,17350,16000
"1427",NA,NA,14800,30000
"1428",NA,NA,4000,4000
"1429",NA,NA,10000,6000
"1430",NA,NA,8800,15000
"1431",NA,NA,20000,15000
"1432",NA,NA,10000,1450
"1433",NA,NA,15000,6000
"1434",NA,NA,20000,20000
"1435",NA,NA,12800,16000
"1436",NA,NA,31000,16000
"1437",NA,NA,24800,4400
"1438",NA,NA,10000,12000
"1439",NA,NA,24000,28000
"1440",NA,NA,18250,15000
"1441",NA,NA,5000,15000
"1442",NA,NA,5000,5000
"1443",NA,NA,35000,14000
"1444",NA,NA,20000,30000
"1445",NA,NA,6000,2850
"1446",NA,NA,20000,28000
"1447",NA,NA,11675,8000
"1448",NA,NA,35000,15000
"1449",NA,NA,11675,15000
"1450",NA,NA,14375,20000
"1451",NA,NA,20000,24000
"1452",NA,NA,10000,15000
"1453",NA,NA,4000,28000
"1454",NA,NA,15000,2800
"1455",NA,NA,10000,18400
"1456",NA,NA,5000,12700
"1457",NA,NA,14000,14400
"1458",NA,NA,18225,1400
"1459",NA,NA,10000,19500
"1460",NA,NA,10000,15000
"1461",NA,NA,30000,5500
"1462",NA,NA,11400,12000
"1463",NA,NA,26400,16150
"1464",NA,NA,9250,20000
"1465",NA,NA,1200,26000
"1466",NA,NA,9000,25000
"1467",NA,NA,3000,17500
"1468",NA,NA,35000,33575
"1469",NA,NA,12000,7000
"1470",NA,NA,2100,16000
"1471",NA,NA,14400,25000
"1472",NA,NA,6000,13325
"1473",NA,NA,8000,5000
"1474",NA,NA,15000,1200
"1475",NA,NA,20000,5200
"1476",NA,NA,17200,8325
"1477",NA,NA,8000,3000
"1478",NA,NA,11225,6000
"1479",NA,NA,20000,17000
"1480",NA,NA,1000,30800
"1481",NA,NA,18000,24000
"1482",NA,NA,20000,13425
"1483",NA,NA,7500,26375
"1484",NA,NA,11975,13800
"1485",NA,NA,12000,8150
"1486",NA,NA,23000,8500
"1487",NA,NA,18225,25000
"1488",NA,NA,16000,6500
"1489",NA,NA,19200,14075
"1490",NA,NA,14400,5000
"1491",NA,NA,10000,35000
"1492",NA,NA,24000,8000
"1493",NA,NA,20400,22000
"1494",NA,NA,3000,12000
"1495",NA,NA,28000,11000
"1496",NA,NA,23475,2500
"1497",NA,NA,8000,31275
"1498",NA,NA,28000,9350
"1499",NA,NA,8000,28000
"1500",NA,NA,12000,18000
"1501",NA,NA,20000,9600
"1502",NA,NA,24000,19650
"1503",NA,NA,14400,9900
"1504",NA,NA,10000,16000
"1505",NA,NA,3250,8675
"1506",NA,NA,11775,8200
"1507",NA,NA,12000,6000
"1508",NA,NA,6000,35000
"1509",NA,NA,6600,5000
"1510",NA,NA,20000,25000
"1511",NA,NA,9000,20000
"1512",NA,NA,12000,28000
"1513",NA,NA,5200,12775
"1514",NA,NA,35000,18000
"1515",NA,NA,24000,20000
"1516",NA,NA,20000,18000
"1517",NA,NA,4000,25000
"1518",NA,NA,10000,16000
"1519",NA,NA,9925,14000
"1520",NA,NA,10400,11000
"1521",NA,NA,8000,12000
"1522",NA,NA,10000,10100
"1523",NA,NA,12000,20000
"1524",NA,NA,7200,7000
"1525",NA,NA,21025,35000
"1526",NA,NA,5000,28000
"1527",NA,NA,10000,10075
"1528",NA,NA,21000,13000
"1529",NA,NA,23000,10000
"1530",NA,NA,8000,16000
"1531",NA,NA,22000,8000
"1532",NA,NA,11200,5500
"1533",NA,NA,20000,6000
"1534",NA,NA,10000,10000
"1535",NA,NA,20000,24000
"1536",NA,NA,4800,10200
"1537",NA,NA,20000,15000
"1538",NA,NA,20000,15000
"1539",NA,NA,4000,8050
"1540",NA,NA,22750,15000
"1541",NA,NA,24000,10000
"1542",NA,NA,4000,5000
"1543",NA,NA,8475,12000
"1544",NA,NA,7800,11000
"1545",NA,NA,20000,13000
"1546",NA,NA,33000,28000
"1547",NA,NA,18675,5000
"1548",NA,NA,5250,24000
"1549",NA,NA,12000,17625
"1550",NA,NA,2400,24000
"1551",NA,NA,10000,35000
"1552",NA,NA,29700,15000
"1553",NA,NA,16000,7000
"1554",NA,NA,8300,5000
"1555",NA,NA,30000,12000
"1556",NA,NA,15000,23700
"1557",NA,NA,5500,18000
"1558",NA,NA,5000,3500
"1559",NA,NA,32000,10000
"1560",NA,NA,7000,5000
"1561",NA,NA,14000,10000
"1562",NA,NA,35000,10000
"1563",NA,NA,35000,6500
"1564",NA,NA,12125,6000
"1565",NA,NA,35000,13000
"1566",NA,NA,5000,35000
"1567",NA,NA,4050,25000
"1568",NA,NA,17000,12000
"1569",NA,NA,16000,14000
"1570",NA,NA,6500,21000
"1571",NA,NA,15000,33875
"1572",NA,NA,4800,15125
"1573",NA,NA,17625,25000
"1574",NA,NA,23000,3900
"1575",NA,NA,3000,3500
"1576",NA,NA,5000,16000
"1577",NA,NA,18000,5500
"1578",NA,NA,8400,21000
"1579",NA,NA,10000,12000
"1580",NA,NA,12000,32000
"1581",NA,NA,6000,16425
"1582",NA,NA,28000,8000
"1583",NA,NA,14150,28000
"1584",NA,NA,5000,24000
"1585",NA,NA,10000,25000
"1586",NA,NA,15000,23475
"1587",NA,NA,31500,5000
"1588",NA,NA,5000,15000
"1589",NA,NA,12000,12075
"1590",NA,NA,15000,11000
"1591",NA,NA,17000,19075
"1592",NA,NA,3000,18000
"1593",NA,NA,9600,23000
"1594",NA,NA,14400,10000
"1595",NA,NA,6000,8425
"1596",NA,NA,7000,10000
"1597",NA,NA,30000,20000
"1598",NA,NA,4400,1250
"1599",NA,NA,6350,12500
"1600",NA,NA,4200,9025
"1601",NA,NA,14400,21100
"1602",NA,NA,28500,6600
"1603",NA,NA,13000,9450
"1604",NA,NA,18000,32500
"1605",NA,NA,24000,10000
"1606",NA,NA,10000,17050
"1607",NA,NA,6000,34000
"1608",NA,NA,14000,11525
"1609",NA,NA,30000,3200
"1610",NA,NA,6400,10000
"1611",NA,NA,30000,20000
"1612",NA,NA,8000,5125
"1613",NA,NA,3000,8500
"1614",NA,NA,18000,13500
"1615",NA,NA,10000,12800
"1616",NA,NA,24800,6000
"1617",NA,NA,12000,12000
"1618",NA,NA,4800,22000
"1619",NA,NA,10800,14375
"1620",NA,NA,11200,25000
"1621",NA,NA,9600,16000
"1622",NA,NA,15000,2400
"1623",NA,NA,7000,14000
"1624",NA,NA,15625,9750
"1625",NA,NA,7000,3000
"1626",NA,NA,15000,35000
"1627",NA,NA,20000,12000
"1628",NA,NA,9325,16000
"1629",NA,NA,12000,21000
"1630",NA,NA,35000,20875
"1631",NA,NA,2000,35000
"1632",NA,NA,23000,20000
"1633",NA,NA,3000,20000
"1634",NA,NA,3500,18000
"1635",NA,NA,24000,28000
"1636",NA,NA,30000,24000
"1637",NA,NA,15000,28000
"1638",NA,NA,9600,35000
"1639",NA,NA,12000,20950
"1640",NA,NA,28000,10000
"1641",NA,NA,25000,14575
"1642",NA,NA,24000,20475
"1643",NA,NA,14775,12000
"1644",NA,NA,28000,21000
"1645",NA,NA,15000,15000
"1646",NA,NA,9000,12000
"1647",NA,NA,4500,9600
"1648",NA,NA,7000,28000
"1649",NA,NA,20725,9250
"1650",NA,NA,5000,10400
"1651",NA,NA,11200,14000
"1652",NA,NA,3625,20000
"1653",NA,NA,7000,20000
"1654",NA,NA,20000,10500
"1655",NA,NA,10000,4500
"1656",NA,NA,19400,19725
"1657",NA,NA,35000,13600
"1658",NA,NA,12000,10000
"1659",NA,NA,20000,25000
"1660",NA,NA,20575,12500
"1661",NA,NA,20000,7500
"1662",NA,NA,5000,1000
"1663",NA,NA,12000,5200
"1664",NA,NA,18000,9025
"1665",NA,NA,8000,20400
"1666",NA,NA,12000,4800
"1667",NA,NA,20000,4000
"1668",NA,NA,24525,12000
"1669",NA,NA,18000,4775
"1670",NA,NA,7000,5375
"1671",NA,NA,20000,18075
"1672",NA,NA,10000,15000
"1673",NA,NA,6000,10000
"1674",NA,NA,35000,6500
"1675",NA,NA,12000,24000
"1676",NA,NA,22525,6000
"1677",NA,NA,17200,10000
"1678",NA,NA,16000,10300
"1679",NA,NA,6475,22000
"1680",NA,NA,12000,7500
"1681",NA,NA,20000,6000
"1682",NA,NA,14975,16000
"1683",NA,NA,10000,4000
"1684",NA,NA,16800,33500
"1685",NA,NA,24000,3400
"1686",NA,NA,25000,16000
"1687",NA,NA,10000,7800
"1688",NA,NA,14000,25000
"1689",NA,NA,7200,15000
"1690",NA,NA,13000,32000
"1691",NA,NA,11925,15000
"1692",NA,NA,14000,12000
"1693",NA,NA,7000,15000
"1694",NA,NA,11200,28500
"1695",NA,NA,4000,7375
"1696",NA,NA,22000,28000
"1697",NA,NA,18000,12000
"1698",NA,NA,24000,12000
"1699",NA,NA,12000,12000
"1700",NA,NA,18250,16000
"1701",NA,NA,20000,23825
"1702",NA,NA,16000,30000
"1703",NA,NA,12000,10000
"1704",NA,NA,15000,16000
"1705",NA,NA,7600,22000
"1706",NA,NA,14850,22400
"1707",NA,NA,6000,7200
"1708",NA,NA,20000,10000
"1709",NA,NA,19075,3000
"1710",NA,NA,27575,15000
"1711",NA,NA,2000,21000
"1712",NA,NA,15000,12000
"1713",NA,NA,21000,3250
"1714",NA,NA,6900,5050
"1715",NA,NA,18000,13000
"1716",NA,NA,25000,35000
"1717",NA,NA,9800,14625
"1718",NA,NA,35000,10000
"1719",NA,NA,21000,3000
"1720",NA,NA,3600,11000
"1721",NA,NA,26625,28000
"1722",NA,NA,18250,24000
"1723",NA,NA,6400,32000
"1724",NA,NA,12000,2425
"1725",NA,NA,13000,32625
"1726",NA,NA,31200,6350
"1727",NA,NA,1200,9500
"1728",NA,NA,6000,8625
"1729",NA,NA,30000,13000
"1730",NA,NA,24000,22400
"1731",NA,NA,8400,28000
"1732",NA,NA,23900,19300
"1733",NA,NA,16000,9500
"1734",NA,NA,15600,16000
"1735",NA,NA,22000,15500
"1736",NA,NA,26375,15000
"1737",NA,NA,19000,17500
"1738",NA,NA,14000,15000
"1739",NA,NA,10000,7200
"1740",NA,NA,12000,14400
"1741",NA,NA,29125,24000
"1742",NA,NA,12000,6000
"1743",NA,NA,6000,5925
"1744",NA,NA,20000,8000
"1745",NA,NA,10000,10000
"1746",NA,NA,6000,7500
"1747",NA,NA,28800,5000
"1748",NA,NA,12000,35000
"1749",NA,NA,18000,14000
"1750",NA,NA,10000,20000
"1751",NA,NA,8000,7200
"1752",NA,NA,5000,21000
"1753",NA,NA,16000,18000
"1754",NA,NA,9100,16975
"1755",NA,NA,14700,2500
"1756",NA,NA,16000,16500
"1757",NA,NA,18000,4000
"1758",NA,NA,7000,5000
"1759",NA,NA,10000,16000
"1760",NA,NA,5000,4000
"1761",NA,NA,10000,11000
"1762",NA,NA,20000,15000
"1763",NA,NA,28000,5000
"1764",NA,NA,18000,14000
"1765",NA,NA,3400,8400
"1766",NA,NA,17000,19200
"1767",NA,NA,21000,25000
